127.0.0.1 - - [12/Feb/2024:17:54:18 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [12/Feb/2024:17:58:03 +0530] "GET /RegistrationApp/RegistrationformServlet?username=ggegreg&password=rgrg&mobile=64646&email=ff%40545&gender=MALE&dob=2024-02-14&qualification=MSC&qualification=BTECH&qualification=MTECH&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09gfxgfxfffcf%0D%0A%09%09 HTTP/1.1" 404 794
0:0:0:0:0:0:0:1 - - [12/Feb/2024:17:58:03 +0530] "GET /RegistrationApp/RegistrationformServlet?username=ggegreg&password=rgrg&mobile=64646&email=ff%40545&gender=MALE&dob=2024-02-14&qualification=MSC&qualification=BTECH&qualification=MTECH&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09gfxgfxfffcf%0D%0A%09%09 HTTP/1.1" 404 794
0:0:0:0:0:0:0:1 - - [12/Feb/2024:17:58:04 +0530] "GET /RegistrationApp/RegistrationformServlet?username=ggegreg&password=rgrg&mobile=64646&email=ff%40545&gender=MALE&dob=2024-02-14&qualification=MSC&qualification=BTECH&qualification=MTECH&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09gfxgfxfffcf%0D%0A%09%09 HTTP/1.1" 404 794
0:0:0:0:0:0:0:1 - - [12/Feb/2024:17:58:04 +0530] "GET /RegistrationApp/RegistrationformServlet?username=ggegreg&password=rgrg&mobile=64646&email=ff%40545&gender=MALE&dob=2024-02-14&qualification=MSC&qualification=BTECH&qualification=MTECH&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09gfxgfxfffcf%0D%0A%09%09 HTTP/1.1" 404 794
0:0:0:0:0:0:0:1 - - [12/Feb/2024:17:58:04 +0530] "GET /RegistrationApp/RegistrationformServlet?username=ggegreg&password=rgrg&mobile=64646&email=ff%40545&gender=MALE&dob=2024-02-14&qualification=MSC&qualification=BTECH&qualification=MTECH&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09gfxgfxfffcf%0D%0A%09%09 HTTP/1.1" 404 794
0:0:0:0:0:0:0:1 - - [12/Feb/2024:17:58:53 +0530] "GET /RegistrationApp/ HTTP/1.1" 404 771
0:0:0:0:0:0:0:1 - - [12/Feb/2024:17:59:03 +0530] "GET /RegistrationApp/ HTTP/1.1" 404 771
0:0:0:0:0:0:0:1 - - [12/Feb/2024:17:59:07 +0530] "GET /RegistrationApp/Registrationform.html HTTP/1.1" 200 1826
0:0:0:0:0:0:0:1 - - [12/Feb/2024:17:59:38 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 288
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:00:45 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 288
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:00:46 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 289
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:00:46 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 287
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:00:46 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 289
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:00:47 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 289
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:00:47 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 287
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:00:47 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 289
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:00:47 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 289
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:00:47 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 289
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:00:47 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 289
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:00:47 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 288
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:00:48 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 289
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:00:48 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 288
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:00:48 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 289
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:00:48 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 289
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:00:48 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 288
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:00:48 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 288
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:00:48 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 348
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:00:49 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 349
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:01:16 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 349
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:01:39 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 355
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:03 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 355
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:04 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 355
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:04 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 354
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:05 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 354
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:05 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 355
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:05 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 353
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:05 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 355
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:05 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 355
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:05 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 355
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:05 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 355
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:05 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 355
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:06 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 355
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:06 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 355
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:06 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 355
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:06 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 355
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:06 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 354
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:06 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 355
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:06 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 354
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:07 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 354
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:07 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 355
